id,title,url,first_date_parsed,type1,type2,is_alive,summary,first_keywords_auto,full_text
93267,Our Members Views on Brexit,https://www.artistsunion.scot/our_members_views_on_brexit,10/06/2019,Trade Union,BREXIT,True,"Our Finance & Projects Manager, Gordon Dickson represented the Scottish Artists Union.
""Two years on from the Brexit vote, what has the impact been on your practice?""
and ""As 'Brexit Day' approaches what impact do you think leaving the EU will have on your future plans in relation to your work?""
Individual Impact on our MembersEU Citizens living and working in Scotland and the freedom of movement and opportunity abroad.
“European suppliers increased prices by 10% citing Brexit to my framer, who then pass those costs onto me.”Selling to EuropeBrexit may see increased costs in selling work to EU.","scotland, members, working, eu, work, artists, brexit, impact, views, europe, scottish, costs","The CPG on Culture was held on Tuesday 25 September 2018 between 5.30pm-8.00pm at the Scottish Parliament in Committee Room 2. The meeting was entitled Connection: Impact of the Referendum on EU Membership on Scotland’s cultural sector.

Our Finance & Projects Manager, Gordon Dickson represented the Scottish Artists Union. Here are his notes he used to contribute to the discussion as part of the session.

Impacts of Brexit

We survey our members each year. This year we asked two questions regarding Brexit. ""Two years on from the Brexit vote, what has the impact been on your practice?"" and ""As 'Brexit Day' approaches what impact do you think leaving the EU will have on your future plans in relation to your work?""

Individual Impact on our Members

EU Citizens living and working in Scotland and the freedom of movement and opportunity abroad.

“Living in Scotland as the spouse of an EU Citizen, makes me feel somewhat insecure, given the unreliability of the Home Office.”

European Suppliers

Members already seeing costs of materials from rest of EU suppliers increasing. There is a concern this will become worse or impossible after Brexit.

“European suppliers increased prices by 10% citing Brexit to my framer, who then pass those costs onto me.”

Selling to Europe

Brexit may see increased costs in selling work to EU.

“It will make it harder for me to ship work to clients in Europe, and I will have to charge them extra import/export fees.”

European Funding

Members fear the end of working on pan-EU projects, collaborating across borders with artists in other countries. Also, concern about the perception of UK as withdrawing not juts from EU but from collaborating with others.

“It will make it more difficult to take up opportunities in Europe or collaborate with artists and institutions in Europe, so not great in terms of professional and artistic development.”

EU and Highlands & Islands

Great concern in H&I as lots of arts funding comes from EU, putting at risk the whole cultural sector.

“Based in the H&I much of our infrastructure has been reliant on EU funding; Therefore I can see less support for culture and the arts.”

Economic Uncertainty

Members are already seeing an impact on the market for their work. Brexit’s impact on the woodier economy means less artwork being bought.

“Sales in this area have plummeted, galleries are closing down.”

Uncertainty in General

Because there is still so much uncertainty around Brexit, many find it difficult to prepare for it or identify what the impact may be.

“I have been working hard to develop connections and relationships with artists and curators in Germany & France, and I am very concerned that Brexit has undermined these connections, especially opportunities for EU funding.”

Our colleagues at the Scottish Contemporary Arts Network are conducting a survey of their own on the impacts of Brexit on the visual arts in Scotland. Find out more here."
93360,Search,https://sefari.scot/search/node/brexit,11/06/2019,Science,BREXIT,True,"... Agriculture is a devolved competence and post-Brexit the Scottish Government (SG) chose to make its own arrangements for ...
The workshop focuses on the effects of Brexit on the Agriculture and Food Sector in Scotland and marks the 11th event ...","scotland, search, sg, focuses, workshop, sector, marks, scottish, food, agriculture, postbrexit",... Agriculture is a devolved competence and post-Brexit the Scottish Government (SG) chose to make its own arrangements for ... The workshop focuses on the effects of Brexit on the Agriculture and Food Sector in Scotland and marks the 11th event ...
93361,Scottish Greens,https://greens.scot/search?search_api_views_fulltext=Brexit,11/06/2019,Political Parties,BREXIT,True,"all content is  2024 Scottish Green Party, and may be quoted if attributed to the Party. all content is  2024 Scottish Green Party, and may be quoted if attributed to the Party.","scottish, greens","Promoted by Pete Morrison on behalf of the Scottish Green Party, both at 19b Graham Street, Edinburgh, EH6 5QN.
All content is © 2024 Scottish Green Party, and may be quoted if attributed to the Party. Data is held in accordance with our Privacy Policy"
93400,ALEX SALMOND: Scotland would become independent of Britain within 2 years of a Brexit,https://www.businessinsider.com/alex-salmond-on-eu-referendum-brexit-will-prompt-a-second-scottish-independence-referendum-2016-5,12/06/2019,Business,BREXIT,True,"ReutersScotland will have another independence referendum in the event of Britain leaving the European Union — dubbed a Brexit — and will opt to leave the UK, former First Minister of Scotland Alex Salmond said on Thursday night.
Salmond, who was Scotland's leader between 2007-2014, said in a televised debate that if Scotland was ""dragged"" out of the EU by voters, then Scots will want to sever the 309-year-old tie with Britain.
""[The second Scottish independence referendum] would have to be within the two-year period of the UK negotiating to withdraw [from the EU],"" said Salmond.
Pro-unionists won by a much closer vote than expected – just over 55% voted ""No"" when asked ""Scotland should be an independent country?""
This week, G7 leaders warned a Brexit would be a serious risk to global economic growth.","vote, scotland, alex, uk, eu, britain, poll, brexit, referendum, salmond, remain, scotlands, independent, leave","Alex Salmond was Scotland's leader between 2007-2014. Reuters

Scotland will have another independence referendum in the event of Britain leaving the European Union — dubbed a Brexit — and will opt to leave the UK, former First Minister of Scotland Alex Salmond said on Thursday night.

Salmond, who was Scotland's leader between 2007-2014, said in a televised debate that if Scotland was ""dragged"" out of the EU by voters, then Scots will want to sever the 309-year-old tie with Britain.

""[The second Scottish independence referendum] would have to be within the two-year period of the UK negotiating to withdraw [from the EU],"" said Salmond.

""If you had the situation where Scotland, in four weeks' time, votes Remain and the rest of the UK or England drags Scotland out by voting to leave, then that would justify, in my opinion, another referendum.

""In the circumstances of Scotland being threatened with being dragged out of the EU against our will, I think the result would be 'Yes' this time.""

Scots voted for their country to stay part of the UK on September 19, 2014 — but the vote was tight. Pro-unionists won by a much closer vote than expected – just over 55% voted ""No"" when asked ""Scotland should be an independent country?"" while 44% opted to leave.

A poll published earlier this month showed that Britons are more worried about the prospect of Scotland gaining independence than of the UK leaving the EU.

A BMG poll for Scotland's Herald newspaper, which canvassed 1,512 people across the UK between April 21 and 26, found that 68% of voters cited Scottish secession from the UK as their least preferred option when compared to Britain leaving the EU, which got 32% backing.

The latest poll numbers for the EU referendum this week show the race for a Brexit and those opting to remain in the union are neck-and-neck:

YouGov online poll: Remain 41 / Leave 41

ICM online poll: Remain 45 / Leave 45

Meanwhile, a Survation opinion poll conducted on behalf of financial trading group IG shows that 54% of respondents plan to vote for Britain to stay in the EU, compared to 46% who said they'll back a Brexit, excluding undecided voters.

This week, G7 leaders warned a Brexit would be a serious risk to global economic growth.

""A UK exit from the EU would reverse the trend towards greater global trade and investment, and the jobs they create, and is a further serious risk to growth,"" said G7 leaders said, in the only reference to the vote in a 32-page declaration."
93404,Leader say Brexit shows Scotland must chart a new path,https://www.businessinsider.com/leader-say-brexit-shows-scotland-must-chart-a-new-path-2019-6,12/06/2019,Business,BREXIT,True,"Scotland's First Minister Nicola Sturgeon speaks during an event in Brussels Tuesday, June 11, 2019.
Scottish First Minister Nicola Sturgeon is in Brussels Tuesday to meet with European Union chief Brexit negotiator Michel Barnier and European Commission President Jean-Claude Juncker.
(AP Photo/Virginia Mayo) Associated PressBRUSSELS (AP) — Scotland's First Minister Nicola Sturgeon says Brexit and the ""horror show"" of the British government leadership contest are signs that Scotland needs to chart a different future path, probably outside the United Kingdom.
Sturgeon said Tuesday that ""increasingly, Scotland and the U.K. are on different political paths.
Sturgeon held talks with EU Brexit negotiator Michel Barnier and was due to meet later with European Commission President Jean-Claude Juncker.","european, scotland, shows, union, path, president, leader, say, chart, brexit, nicola, minister, brussels, scotlands, sturgeon","Scotland's First Minister Nicola Sturgeon speaks during an event in Brussels Tuesday, June 11, 2019. Scottish First Minister Nicola Sturgeon is in Brussels Tuesday to meet with European Union chief Brexit negotiator Michel Barnier and European Commission President Jean-Claude Juncker. (AP Photo/Virginia Mayo) Associated Press

BRUSSELS (AP) — Scotland's First Minister Nicola Sturgeon says Brexit and the ""horror show"" of the British government leadership contest are signs that Scotland needs to chart a different future path, probably outside the United Kingdom.

Sturgeon said Tuesday that ""increasingly, Scotland and the U.K. are on different political paths. We have to confront whether the better response to that is to have the ability to be independent and shape our own future.""

Speaking to European Union experts and journalists at the European Policy Centre think-tank in Brussels, she said ""the people of Scotland have to have a choice before it's too late to stop the damage of Brexit being done.""

Sturgeon held talks with EU Brexit negotiator Michel Barnier and was due to meet later with European Commission President Jean-Claude Juncker."
93408,Only solution to Scotland's Brexit problem is independence: Sturgeon,https://www.businessinsider.com/r-only-solution-to-scotlands-brexit-problem-is-independence-sturgeon-2018-10,12/06/2019,Business,BREXIT,True,"Scotland's First Minister Nicola Sturgeon speaks at the Scottish National Party's conference in Glasgow, Scotland Thomson ReutersGLASGOW, Scotland (Reuters) - The only solution to Scotland's Brexit problem is to split from the United Kingdom, Nicola Sturgeon told her Scottish National Party (SNP) on Tuesday.
Sturgeon, who is also Scotland's first minister, said that the ""contempt"" shown by the British government toward Scotland during Brexit negotiations so far showed the UK was not a union of equals.
""Brexit is a serious problem for Scotland,"" she told the SNP conference, arguing that Brexit had made it even more evident that Scotland's future was not in its own hands because it would leave the EU against its will.
Sturgeon urged her supporters to be patient to win over new fans for independence.
She has said she will make a decision about a new drive for secession once the terms of Brexit are clear.","united, scotland, voted, union, problem, told, brexit, independence, leave, scotlands, solution, sturgeon","Scotland's First Minister Nicola Sturgeon speaks at the Scottish National Party's conference in Glasgow, Scotland Thomson Reuters

GLASGOW, Scotland (Reuters) - The only solution to Scotland's Brexit problem is to split from the United Kingdom, Nicola Sturgeon told her Scottish National Party (SNP) on Tuesday.

Britain's 52-48 percent 2016 vote to leave the European Union has put the four-nation United Kingdom at loggerheads; England and Wales voted to leave but Scotland and Northern Ireland voted to stay.

Sturgeon, who is also Scotland's first minister, said that the ""contempt"" shown by the British government toward Scotland during Brexit negotiations so far showed the UK was not a union of equals.

""Brexit is a serious problem for Scotland,"" she told the SNP conference, arguing that Brexit had made it even more evident that Scotland's future was not in its own hands because it would leave the EU against its will.

""The only solution to that is to become an independent country,"" she said, adding she was more and more confident it would happen.

Sturgeon urged her supporters to be patient to win over new fans for independence. She has said she will make a decision about a new drive for secession once the terms of Brexit are clear.

(Reporting by Elisabeth O'Leary; editing by Stephen Addison)"
93414,Scotland will publish its Brexit plan this week,https://www.businessinsider.com/r-scotland-says-to-unveil-single-market-brexit-plan-this-week-2016-12,12/06/2019,Business,BREXIT,True,"Thomson ReutersLONDON (Reuters) - Scotland will publish proposals this week for how it can remain in the European single market after Britain leaves the European Union in order to avoid the ""national disaster"" of a ""hard Brexit"", the Scottish government said on Sunday.
However, her plans for those negotiations have been shrouded in secrecy and businesses and investors fear Britain might seek a ""hard Brexit"" where controlling immigration takes priority over access to the European single market.
""At the heart of our plan is a framework to keep Scotland's place in the European Single Market.""
Russell said such a plan faced ""complexities"" but a ""hard Brexit"" threatened 80,000 Scottish jobs over a decade.
""Brexit presents everyone with an unprecedented challenge, and with political goodwill on all sides and a willingness to cooperate, these proposals can effect a solution for Scotland.""","european, week, scotland, uk, eu, brexit, proposals, publish, scottish, scotlands, single, plan, russell","Scotland's minister for EU negotiations, Michael Russell. Thomson Reuters

LONDON (Reuters) - Scotland will publish proposals this week for how it can remain in the European single market after Britain leaves the European Union in order to avoid the ""national disaster"" of a ""hard Brexit"", the Scottish government said on Sunday.

British Prime Minister Theresa May has said she will trigger Article 50 of the Lisbon Treaty, the formal process of leaving the EU, by the end of March to kick off two years of exit talks.

However, her plans for those negotiations have been shrouded in secrecy and businesses and investors fear Britain might seek a ""hard Brexit"" where controlling immigration takes priority over access to the European single market.

While the United Kingdom as a whole voted to leave the EU in the June 23 referendum, Scotland strongly backed remaining in the bloc.

The country's devolved nationalist government has said it wants to stay part of the EU when the rest of the UK leaves, and on Tuesday will put forward plans for remaining in the 500 million-consumer single market should that prove impossible.

""In line with our commitments to explore all options to protect Scotland's interests, we will set out compromise proposals which, while not conferring the full benefits of EU membership, would mitigate the Brexit damage,"" said Michael Russell, the Scottish government's minister for EU negotiations.

""At the heart of our plan is a framework to keep Scotland's place in the European Single Market.""

Russell said such a plan faced ""complexities"" but a ""hard Brexit"" threatened 80,000 Scottish jobs over a decade.

""That would be a national disaster for Scotland,"" he said. ""Brexit presents everyone with an unprecedented challenge, and with political goodwill on all sides and a willingness to cooperate, these proposals can effect a solution for Scotland.""

The plans also will outline further ""substantial"" new powers that should be handed to the devolved parliament in Edinburgh post-Brexit.

May has promised to work with the devolved Scottish, Welsh and Northern Irish governments to achieve a unified negotiating strategy for Brexit, which risks straining the centuries-old union between England and Scotland.

Scots rejected secession in a 2014 referendum but the ruling Scottish National Party has warned it might hold a second independence vote.

""Our intention now is that these proposals can be discussed and agreed in a UK context and then form part of the UK government's overall negotiating position when Article 50 is triggered,"" Russell said."
93421,Scottish Pelagic Fishermen's Association,https://scottishpelagic.co.uk/brexit-information/,12/06/2019,Trade Union,BREXIT,True,"The EU and UK signed a Trade and Cooperation Agreement on 24 December 2020.
Heading Five Fisheries is covered under articles 493-505 (document pages 635-656) and Annexes 35-38 (document pages 1879-1894).
SPFA is working with the Scottish Fishermen’s Federation in engaging with Defra and Marine Scotland officials to establish the full implications of the TCA Fisheries Heading.","trade, document, working, heading, uk, spfa, fishermens, pages, signed, fisheries, scottish, tca, pelagic, association",The EU and UK signed a Trade and Cooperation Agreement on 24 December 2020. Heading Five Fisheries is covered under articles 493-505 (document pages 635-656) and Annexes 35-38 (document pages 1879-1894). SPFA is working with the Scottish Fishermen’s Federation in engaging with Defra and Marine Scotland officials to establish the full implications of the TCA Fisheries Heading.
93586,Government reassures Carmichael that fishing will be high on agenda in post Brexit talks,https://www.shetnews.co.uk/tag/brexit/,13/06/2019,News,BREXIT,True,"Your PrivacyWe use cookies on our site to improve your experience.
By using our service, you agree to our Privacy Policy and Cookie Policy.","privacywe, policy, fishing, talks, using, privacy, service, high, improve, reassures, brexit, site, experienceby, cookies, cookie, agenda, post, carmichael","Your Privacy

We use cookies on our site to improve your experience.

By using our service, you agree to our Privacy Policy and Cookie Policy."
93587,MEP confident he has full five years to help reform the CFP,https://www.shetnews.co.uk/tag/european-parliament/,13/06/2019,News,EU ELECTIONS 2019,True,"Tell us what you think and win £100!
This survey is run by a UK charity, the Public Interest News Foundation.
And we will produce an overarching UK-wide report, which will be available on our website.
To enter the £100 prize draw, complete the survey and enter your email at the end.
Thank you in advance for your help!","ukwide, mep, uk, win, confident, cfp, survey, enter, think, reform, tell, help, websiteto, support, answers","Tell us what you think and win £100!

This survey is run by a UK charity, the Public Interest News Foundation. We exist to support independent news providers.

Your answers will power important research. We will share aggregated and anonymous answers with your news provider. And we will produce an overarching UK-wide report, which will be available on our website.

To enter the £100 prize draw, complete the survey and enter your email at the end.

Thank you in advance for your help!"
93610,Sister Outrider,https://sisteroutrider.wordpress.com/tag/brexit/,13/06/2019,Blog,BREXIT,True,"To others, Black Scottish identity is a contradiction in terms: either you’re of this place, Scottish and therefore white, or Other, Black.
The plurality of Black identity often gets lost in how this discussion is approached, because constructions of national identity are so often treated as binary and static.
The underlying assumption around which the question is framed is that Scottish identity is inherently white.
His reliance on the slave labour he allegedly stood against, that hypocrisy, wasn’t really considered.
It’s left to fester, and the ways in which Scotland’s history of profiting from slave labour, being a part of Imperial expansion, is largely unaddressed.","white, scotland, livingstone, outrider, black, glasgow, labour, slave, identity, sister, politics, scottish","A brief foreword: the following was delivered at Glasgow Caledonian University on the 25th October, 2016, as part of Black History Month. The subject was Race, History and Brexit: Exploring the politics of erasure and documenting the experiences of Black and minority ethnic communities in Scotland post Brexit.

I was proud to speak alongside Dr Ima Jackson and Dr Akwugo Emejulu – both due to their scholarship, and because it was the first time in my career I had sat on a panel composed entirely of Black women.

I am Black. I am Scottish. To some, it’s obvious that the two are not mutually exclusive. To others, Black Scottish identity is a contradiction in terms: either you’re of this place, Scottish and therefore white, or Other, Black. Rest assured, the two fit together – admittedly there are tensions, but those mostly arise from the expectations of other people (read: white people) rather than any aspect of what it actually is to be Black and Scottish. The plurality of Black identity often gets lost in how this discussion is approached, because constructions of national identity are so often treated as binary and static.

“Where are you from, originally?” Five words that plague people of colour across Britain. It’s essentially code for “if you’re here, then why aren’t you white?” When I was a child that question left me feeling sick, scared. I dreaded it, and have developed something of a sixth sense for when it’s coming. What caused me discomfort was that it positioned me as Other, and was often asked because white people couldn’t wrap their heads around the idea of a Black child belonging in an otherwise white family. Now, having grown up and inhabited this world as a Black woman for 24 years, I have a much thicker skin when it comes to micro-aggressions. But people still ask it. Random strangers still feel entitled to ask that, completely out of the blue, their curiosity outweighing basic courtesy.

That question can’t be separated from what it is to be Black and Scottish. It’s an indicator of how white people consider Scottishness, what can and cannot be Scottish. The underlying assumption around which the question is framed is that Scottish identity is inherently white. So please spare me the justifications that it was “small talk” or “friendly interest”. It’s the politics of us and them playing out on a local scale. The greater the incredulity directed towards my Scottishness, the harder it is for the person asking where I’m from to imagine that the categories of us and them aren’t necessarily poles apart.

Always, people are perplexed when I answer with my hometown, on the west coast of Scotland. This doesn’t compute. And that puzzlement grows when they ask, searching carefully for a combination of words that doesn’t sound racist, where I came from “before that”. The amount of truth I share depends on how salty I’m feeling that day – the maternity unit of the Southern General Hospital in Glasgow or, if they try their luck yet again, my mother’s uterus. Talking explicitly about female biology and birth is a great way to return the discomfort – that horror of women’s bodies so often coincides with casual racism.

My Scottish identity is incompatible with their vision of Scottishness. The idea of me having been born “here”, grown up “here”, is fundamentally at odds with their idea of what it is to be Scottish, a vision of Scotland in which the whiteness of natives is ubiquitous. And yet I did grow up “here”, which is why the cognitive dissonance surrounding Scotland’s approach to the politics of Brexit and national identity is so clear to me.

There is a colossal rift between this image of a progressive Scotland committed to social justice and the reality of a Scotland in denial over its colonial legacy. The People Make Glasgow – that’s been our city’s slogan since the Commonwealth Games. Which people, though? Who did make Glasgow? Glasgow merchants of the 18th century amassed fortunes on the back of the slave trade, and slave labour in colonies used to produce tobacco, sugar, and rum. The GOMA, St. Andrew’s in the Square, whole sections of Merchant City – so many of those beautiful buildings were built from that wealth. Wealth created through the exploitation and abuse of Black people. Glasgow wouldn’t exist as we know it without the wealth amassed through slavery, colonialism. That stunning architecture is treated as a source of national pride, but what made it possible is to the shame of Scotland as a nation.

But we don’t like to talk about that. I remember learning about the Empire in school. It was romanticised to the point that the ethics of white people profiting from the slave labour provided by Black people were never unpacked in the classroom. The horror of Imperialism was completely glossed over, the implication being that “civilisation” and a railway system in India made it fair exchange. Of course, making these atrocities palatable for children involves a tacit denial of Black and brown humanity – if British paternalism (and I do include Scotland in that) was overall beneficial, a benign presence across the Empire, then colonial subjects were primitives in need of guidance from white rationality. This construction relies on depicting us as Other, less human than the civilising force of whiteness.

My mum took me to the David Livingstone Centre in Blantyre when I was a kid. At the time, it was just another day out. We saw where he lived, learned that he was a missionary and explorer. Livingstone is even framed as something of a hero for his opposition to the slave trade. That he sought to challenge slavery through “Christianity, Commerce and Civilization” – ridding the continent of barbarism and working towards more efficient ways for Britain to exploit African resources – was largely overlooked. I had intended to revisit the centre before this event, but it is closed for refurbishment.

I don’t recall any specific attention being given to the African men and women on whose lives David Livingstone impacted. His reliance on the slave labour he allegedly stood against, that hypocrisy, wasn’t really considered. The stories of Black men and women were so invisible that I was puzzled by the sticker book I got from the gift shop. It was about a little Black girl who lived in a village, and what did little Black girls have to do with David Livingstone? Still, it was the only sticker book I’d ever got with a Black character, which was so exciting that this line of enquiry receded in my ten year old mind.

None of this history receives due critical exploration. It’s left to fester, and the ways in which Scotland’s history of profiting from slave labour, being a part of Imperial expansion, is largely unaddressed. Existing attitudes cannot be divorced from the historical context that brought them into being.

The narrative of Scottish exceptionalism erases the atrocities of slavery, absolves the Scottish conscience, and allows us to imagine this country as being a fundamentally fairer place than England. The politics of Brexit are not new, and Scotland – in spite of having voted to remain – is not exempt. Scotland has been a part of a context in which that xenophobia and racism has flourished, unchallenged."
93611,Brexit and health,http://www.shascotland.org/blog/brexit-and-health,13/06/2019,Blog,BREXIT,True,this is the blog of the Socialist Health Association Scotland. it covers names of institutions offering physiotherapy courses along with top recruiters of physiotherapists. the blog is a campaigning organisation which promotes health and well-being.,"brexit, health","22/9/2016




		15 Comments



							Over the past several years the news has been filled with reports about the potential risk of hormone replacement therapy for women confronting menopause.


							I would like to thank you for the efforts you have made in writing this article. I am hoping the same best work from you in the future as well..


							Thanks a lot for one’s intriguing write-up. It’s actually exceptional. Searching ahead for this sort of revisions.


							Owning a pet or getting a new one is something every animal-lover wishes for. For some people pets are as important as their children and try to provide them with the highest quality living. The pet owners are responsible for giving their pets a home and a lifestyle close to their natural habitat, in order to raise a healthy and happy pet.


							very interesting post.this is my first time visit here.i found so many interesting stuff in your blog especially its discussion..thanks for the post!



							Pretty good post. I just stumbled upon your blog and wanted to say that I have really enjoyed reading your blog posts.



Its a great pleasure reading your post.Its full of information I am looking for and I love to post a comment that ""The content of your post is awesome"" Great work.


							There's no doubt i would fully rate it after i read what is the idea about this article. You did a nice job..


							it was a wonderful chance to visit this kind of site and I am happy to know. thank you so much for giving us a chance to have this opportunity..


							this blog was really great, never seen a great blog like this before. i think im gonna share this to my friends..


							Wow, this is really interesting reading.  I am glad I found this and got to read it.  Great job on this content.  I like it.


							Are you interested in becoming a physiotherapist? Read the article to know opportunities present in this branch of healthcare system. The article also covers names of institutions offering physiotherapy courses along with the top recruiters of physiotherapists.


							Food Intolerance is now so common, for reasons we'll explain, that it's important to know how to tell if you or your children are suffering from food intolerance to ensure that you don't trigger symptoms of illness and even chronic conditions. Symptoms can emerge up to 3 days after eating the suspect food and intolerances can occur for healthy foods too like broccoli, ginger and pineapple!


							Excellent and very exciting site. Love to watch. Keep Rocking.


							Its a great pleasure reading your post.Its full of information I am looking for and I love to post a comment that ""The content of your post is awesome"" Great work.

This is the Blog of the Socialist Health Association Scotland.SHA Scotland is a campaigning organisation which promotes health and well-being and the eradication of inequalities through the application of socialist principles to society and government. Blog posts before September 2014 can be found at: http://shascotland.blogspot.co.uk

February 2023

December 2022

November 2022

February 2022

February 2021

January 2021

November 2020

August 2020

July 2020

June 2020

November 2018

October 2018

November 2017

October 2017

September 2017

March 2017

February 2017

October 2016

September 2016

May 2016

April 2016

February 2016

December 2015

October 2015

June 2015

April 2015

March 2015

January 2015

December 2014

November 2014

October 2014



All

Care Integration

Health Inequalities






		RSS Feed"
93630,Nicola Sturgeon holds talks with European leaders,https://www.bbc.co.uk/news/uk-scotland-scotland-politics-48580971,13/06/2019,News,BREXIT,True,"Scottish First Minister Nicola Sturgeon has held talks with European leaders as part of a visit to Brussels.
Ms Sturgeon met EU President Jean-Claude Juncker and the EU's chief Brexit negotiator Michel Barnier before making a speech on European policy.
She said the speech would restate her government's backing for continued EU membership and shared European values.
The SNP leader also said the Foreign Office had been ""childish"" for cutting off diplomatic support for the trip.
Ahead of her speech at the European Policy Centre, Ms Sturgeon said people in Scotland had ""shown that they comprehensively reject Brexit and want to remain as a European nation"".","european, speech, scotland, talks, values, eu, visit, brexit, holds, nicola, leaders, scottish, support, sturgeon","Scottish First Minister Nicola Sturgeon has held talks with European leaders as part of a visit to Brussels.

Ms Sturgeon met EU President Jean-Claude Juncker and the EU's chief Brexit negotiator Michel Barnier before making a speech on European policy.

She said the speech would restate her government's backing for continued EU membership and shared European values.

The SNP leader also said the Foreign Office had been ""childish"" for cutting off diplomatic support for the trip.

Foreign Secretary Jeremy Hunt - one of the candidates for the Conservative leadership - had asked that the Scottish government provide its own logistical support for the visit, due to concerns Ms Sturgeon was using the trip to undermine UK policies on Brexit and promote Scottish independence.

Talks over the UK's exit from the EU have been deadlocked for months, and have now taken a back seat to the leadership contest which will decide who replaces Theresa May as prime minister.

All 10 candidates in the running have pledged to deliver Brexit, but are divided on how and when to do so.

Ahead of her speech at the European Policy Centre, Ms Sturgeon said people in Scotland had ""shown that they comprehensively reject Brexit and want to remain as a European nation"".

She added: ""Membership of the EU not only has huge economic benefits for Scotland, but is the basis of the core values we share around democracy, equality, co-operation and human rights.

""My engagements in Brussels are an opportunity to outline the Scottish government's support for those values and how they contribute to a better Scotland, Europe and wider world.

""On issues such as climate change and tackling inequality we can all work together to ensure the wellbeing of our citizens, as well as the wealth of member states."""
93631,Scots MP expects UK Labour policy change on Brexit,https://www.bbc.co.uk/news/uk-scotland-scotland-politics-48574130,13/06/2019,News,BREXIT,True,"Scottish Labour MP Paul Sweeney has said he believes the UK party will commit to backing another Brexit referendum later in the summer.
On Saturday, Scottish Labour's ruling body committed to campaign for any Brexit deal to be automatically put to the people in a confirmatory vote.
The party will campaign to Remain, with that option on the ballot paper.
However, Jeremy Corbyn has been calling for a general election rather than a second EU referendum.
Speaking to the BBC's Sunday Politics Scotland programme, Paul Sweeney said the move in the Scottish party's policy was what he had been campaigning for, and said he expected to see a ""significant change"" in the UK party's position in the coming months.","expects, policy, sweeney, uk, votethe, brexit, partys, scots, labour, paul, summeron, mp, scottish, change, campaign, party","Scottish Labour MP Paul Sweeney has said he believes the UK party will commit to backing another Brexit referendum later in the summer.

On Saturday, Scottish Labour's ruling body committed to campaign for any Brexit deal to be automatically put to the people in a confirmatory vote.

The party will campaign to Remain, with that option on the ballot paper.

However, Jeremy Corbyn has been calling for a general election rather than a second EU referendum.

Speaking to the BBC's Sunday Politics Scotland programme, Paul Sweeney said the move in the Scottish party's policy was what he had been campaigning for, and said he expected to see a ""significant change"" in the UK party's position in the coming months."
93683,The Slow Fuse or the Quick Fuse: Brexit: the Self Inflicted Wound,http://peter-arnott.blogspot.com/2016/03/brexit-self-inflicted-wound.html,14/06/2019,Blog,BREXIT,True,"""As come it will for a' that..."" Scotland's independence. ""as come it will for a' that..."" Scotland's independence. ""as come it will for a' that...""","wound, slow, fuse, self, brexit, inflicted, quick","""As come it will for a' that..."" Scotland's Independence."
93685,Brexit Paper Series Archives • Social Europe,https://www.socialeurope.eu/book-series/brexit-paper-series,14/06/2019,Politics,BREXIT,True,"Brexit Paper SeriesThe Brexit Paper Series is produced in cooperation with the Friedrich-Ebert-Stiftung London Office.
Papers in this series aim to shed analytical light onto specific aspects of Brexit and its consequences.","london, social, shed, europe, brexit, seriesthe, produced, office, specific, paper, papers, series, archives","Brexit Paper Series

The Brexit Paper Series is produced in cooperation with the Friedrich-Ebert-Stiftung London Office. Papers in this series aim to shed analytical light onto specific aspects of Brexit and its consequences."
