id,title,url,web_archive_id,first_keywords_auto,last_keywords_auto,first_summary_auto,last_summary_auto,first_date_parsed,last_date_parsed,alive,type1,type2,keywords_processed,group
2750,Wheatley Group : News,https://www.wheatley-group.com/media/news/,110796,"Group, Scotland, housing, Wheatley, Glasgow, homes, care, largest","Group, Wheatley, Scotland, housing, Glasgow, homes, tenants, GHA",Wheatley Group is helping make dreams of going to university and college a reality... More than 2000 vulnerable households across Scotland have been helped by an emergency fund...,"Cabinet Secretary for Social Justice, Housing and Local Government, Shona Robison MSP, has hailed... Wheatley Group is urging customers worried about rising energy bills to get in touch.",2020-08-06,2025-07-11,no,Business,CORONAVIRUS,"group,scotland,housing,wheatley,glasgow,homes,care,largest",Media
2751,Diageo : Diageo pledges more than eight million bottles of sanitiser for frontline healthcare workers,https://www.diageo.com/en/news-and-media/press-releases/diageo-pledges-more-than-eight-million-bottles-of-sanitiser-for-frontline-healthcare-workers/,110800,"Diageo, MAR, sanitiser, healthcare, hand, million, litres, GNS","Diageo, MAR, sanitiser, healthcare, hand, million, litres, GNS","Diageo is a global company, and our products are sold in more than 180 countries around the world.","Diageo is a global company, and our products are sold in more than 180 countries around the world.",2020-03-24,2022-05-25,no,Business,CORONAVIRUS,"diageo,mar,sanitiser,healthcare,hand,million,litres,gns",Media
2752,Glasgow Clyde College : Glasgow Clyde College donates supplies to support NHS,https://www.glasgowclyde.ac.uk/news/762-glasgow-clyde-college-donates-supplies-to-support-nhs,110815,"NHS, College, Glasgow, Clyde, PPE, order, Hospital, donated","NHS, College, Glasgow, Clyde, PPE, order, Hospital, donated","Items donated included: - Thermometers - Six DynaMaps machines (machines that measure your vitals), - Blood pressure monitors - Stethoscopes - Surgical trollies - Face masks - Body suits - Goggles - Rubber gloves - Aprons - Antiseptic wipes - Hand sanitiser Jon Vincent, Principal of Glasgow Clyde College said: “ We are honoured to be able to do our bit to help the NHS with two of its projects aimed at fighting coronavirus in Glasgow and the West of Scotland.","Items donated included: - Thermometers - Six DynaMaps machines (machines that measure your vitals), - Blood pressure monitors - Stethoscopes - Surgical trollies - Face masks - Body suits - Goggles - Rubber gloves - Aprons - Antiseptic wipes - Hand sanitiser Jon Vincent, Principal of Glasgow Clyde College said: “ We are honoured to be able to do our bit to help the NHS with two of its projects aimed at fighting coronavirus in Glasgow and the West of Scotland.",2020-05-24,2025-06-23,no,Education,CORONAVIRUS,"nhs,college,glasgow,clyde,ppe,order,hospital,donated",Knowledge
2755,Scottish Financial Enterprise : Coronavirus hub,http://www.sfe.org.uk/coronavirus/,110825,"Coronavirus, SFE, Hub, information, Member, Scotland, customers, members","Coronavirus, Hub, SFE, information, Scotland, customers, businesses, members",- Find Business Support has coronavirus advice for businesses in Scotland here.,- Find Business Support has coronavirus advice for businesses in Scotland here.,2020-05-17,2021-10-26,no,Business,Coronavirus,"coronavirus,sfe,hub,information,member,scotland,customers,members",Media
2756,Covid-19 Jobs and Support,https://c19jobs.org/,110826,"Posted, Time, Job, View, Details, Full, Edinburgh, Part","April, Hanlon, Software, Solutions, City, pandemic, Edinburgh, South","| Retail Adviser - Vodafone (Edinburgh) - Part Time Job - £18,525, , , Posted: 08/04/2020 View Details | | Maintenance Operative - HC One (Edinburgh) - Part Time Job - £19,500, , , Posted: 08/04/2020 View Details | | Security Officer - Mitie (Edinburgh) - Part Time Job - , , , Posted: 08/04/2020 View Details | | Domestic Assistant - Full Time Job - £17,024, , , Posted: 08/04/2020 View Details | | Various roles - Kelty, Cupar, Fife Region - Full Time Job - £18,545, , , Posted: 08/04/2020 View Details | | Recruitment Administrator - NHS (Edinburgh) - Full Time Job - £22,700, , Full Time, Posted: 07/04/2020 View Details | | Administration Secretary - NHS (Royal Infirmary) - Full Time Job - £20,700, , Full Time, Posted: 07/04/2020 View Details | | Self-Employed Courier Driver - Fife (Various) - Full Time Job - £9,100, , , Posted: 07/04/2020 View Details | | Fruit Pickers (Pittenweem, Fife) - Full Time Job - £17,063, , , Posted: 06/04/2020 View Details | | Health Professional (Various) - Full Time Job - , , , Posted: 06/04/2020 View Details |","C19jobs.org was available to anyone whose employment status had been affected by the pandemic; whether that was redundancy, reduction in hours or loss of contracts, wider household impacts and even those who were unable to open and run their own businesses.",2020-04-09,2022-12-02,no,Business,Coronavirus,"posted,time,job,view,details,full,edinburgh,part",Media
2757,ICAS : Coronavirus,https://www.icas.com/professional-resources/coronavirus/,110827,"Coronavirus, Latest, JRS, Portal, Companies, business, updates, Scotland","SEISS, Coronavirus, grants, tax, Due, HMRC, ICAS, return",- COVID-19: Latest updates from Companies House Companies House has issued a number of updates to help keep you informed of changes to its services.,- BEIS responds to extension request We highlight the BEIS response to ICAS’ request for a continuation of the automatic filing extension with Companies House.,2020-04-13,2023-10-01,no,Business,Coronavirus,"coronavirus,latest,jrs,portal,companies,business,updates,scotland",Media
2758,Institute of Directors : IoD Coronavirus Support Hub,https://www.iod.com/iod-coronavirus-support-hub,110828,"business, IoD, small, Support, big, local, office, Hub","Archive, Team, data, ArchiveBot, destroyed, projects, Wayback, group","Our global community of directors is a huge asset, and we want you to get involved.","The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",2020-04-04,2022-03-23,no,Business,Coronavirus,"business,iod,small,support,big,local,office,hub",Media
2759,"Law Society of Scotland, The : Coronavirus updates",https://www.lawscot.org.uk/news-and-events/law-society-news/coronavirus-updates/,110829,"Scotland, client, Scottish, solicitor, Government, Society, solicitors, guidance","notary, document, individual, Act, video, requirements, Scotland, solicitor","We would recommend that training managers and supervising solicitors use their professional judgement to decide what works for them, but this might include: - daily calls - regular email check-in throughout the day - review of work by more than one person if possible (with feedback attached) - making yourselves approachable virtually and by phone as a supervisor to be asked questions PQPRs can be done either over the phone or via video-conferencing.","This is a more manual process and where personal or sensitive information supporting identity verification is sent by email or other electronic means, the notary should consider taking additional steps to mitigate security risks, including, where appropriate, encryption.",2020-04-09,2024-07-03,no,Business,CORONAVIRUS,"scotland,client,scottish,solicitor,government,society,solicitors,guidance",Media
2760,Scottish Council for Development and Industry : COVID-19,https://www.scdi.org.uk/covid-19/,110830,"government, business, Fund, employers, support, Sector, businesses, Scottish","Coronavirus, Updated, guidance, March, support, Scotland, businesses, people","Let us know how you’re helping your people, partners, customers and communities respond to the crisis by emailing views@scdi.org.uk.",22 Feb 2022 This fund will help Scotland as it moves to a new phase in the COVID-19 pandemic.,2020-05-08,2023-12-07,no,Business,Coronavirus,"government,business,fund,employers,support,sector,businesses,scottish",Media
2763,Scottish Engineering : Industry News,https://www.scottishengineering.org.uk/industry-news/,110834,"Update, Meet, WEBINAR, Risk, Job, Army, Online, Briefing","Legal, Workplace, Briefing, Blog, Breakfast, ScotEng, update, Employment","Why we’re right for your company Connect with Scottish industry Information & opinion Meet, train, collaborate Useful information Get in touch today",Coming Soon: ScotEng Blog: Smarter water approaches The How of Net Zero with guest: Alex-Begg Group Legal update: The Employment Law changes coming into effect this April Chief Exec’s report Q1 2025 Sexual Harassment Risk Assessment Template March’s Breakfast Briefing – Religious Observations in the Workplace February’s Breakfast Briefing – Family friendly employment law update Pride Month 2025: Navigating Inclusion and Legal Clarity in the Workplace Legal update: The Empire Strikes HR: When Workplace Banter Crosses the Legal Line ScotEng Blog: Autumn Budget 2024 – Will the government’s Corporate Tax Roadmap drive business investment in the UK?,2020-07-17,2025-06-15,no,Business,CORONAVIRUS,"update,meet,webinar,risk,job,army,online,briefing",Media
2765,Scottish Land & Estates : Coronavirus (Covid-19): Support for Scottish Land & Estates members,https://www.scottishlandandestates.co.uk/support/,110836,"March, Information, Coronavirus, Walk, talk, members, government, rural","Information, Scottish, Scotland, support, Land, Estates, members, Government","If you wish to receive further information about the status of a particular event, please email our Events Coordinator Jane Laing - jane.laing@scottishlandandestates.co.uk","Covid news and updates Recent updates from the Scottish and UK Governments relating to various aspects of funding and restrictions are collated here, including: 05 January 2022 - Covid-19 update 14 December 2021 - First Minister’s Covid-19 update 23 November 2021 - Vaccine Certification Scheme 01 October 2021 - Furlough Scheme ends 03 August 2021 - Changes to Covid restrictions Information on Covid-19 in relation to our areas of work: Access Information on the right of responsible access throughout Scotland during the Covid-19 pandemic.",2020-05-13,2022-06-24,no,Business,Coronavirus,"march,information,coronavirus,walk,talk,members,government,rural",Media
2773,Sceptical Scot : COVID19,http://sceptical.scot/category/covid19/,110998,"Scotland, coronavirus, time, objectives, devolved, follow, strategic, crisis","Scotland, Ministers, London, Government, health, services, run, n’t",Address to a coronavirus “…the hale podium of panjandrums/ wha think they ken hoo tae run things…” including from their beds of isolation…with nods to Burns and the English Bard For want of a ventilator: Covid-19 crisis management Our best hopes in dealing effectively with this – and the next – global crisis rest in our collective ability to see the bigger picture.,"Covid, conspiracy theories and ‘truthpapers’ “These calls to action are taking place in the context of an increasingly dangerous atmosphere.",2020-04-11,2025-07-04,no,Blog,CORONAVIRUS,"scotland,coronavirus,time,objectives,devolved,follow,strategic,crisis",Media
2780,BMA Scotland : Blog,https://bmascotland.home.blog/,111011,"PWA, Portugal, Portuguese, Web, Arquivo.pt, web-archive, national, archive","Team, Archive, history, data, projects, digital, saving, websites",It is a service of the Foundation for Science and Technology (FCT).,"The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",2019-10-07,2025-07-15,no,Blog,CORONAVIRUS,"pwa,portugal,portuguese,web,arquivo.pt,web-archive,national,archive",Media
2781,Child Poverty Action Group : Posts,https://cpag.org.uk/news-blogs/news-listing/type/news/nation/scotland-12/,111012,"June, Applications, Scotland, school, grant, cost, incomes, opened","Scotland, school, age, Day, introductory, overview, benefit, support","15 June 2020 Applications opened for the best start grant in Scotland on 1 June, and now is a good time for families to make applications for the clothing grant and free school meals too - which can really help to reduce the cost of going back to school for those on low incomes.",This introductory course provides an overview of benefit support for families in Scotland from pregnancy to school age.,2020-09-19,2024-01-04,no,Charity,CORONAVIRUS,"june,applications,scotland,school,grant,cost,incomes,opened",Government
2784,Haivers : Coronavirus,https://haivers.com/tag/coronavirus/,111015,"Johnson, Leadership, n’t, approach, crisis, shift, Forget, deluded","Johnson, Leadership, n’t, approach, crisis, shift, Forget, deluded",This is a time of literal crisis.,This is a time of literal crisis.,2024-08-09,2024-08-09,no,Blog,CORONAVIRUS,"johnson,leadership,n’t,approach,crisis,shift,forget,deluded",Media
2785,Labour Hame : Socialist Distancing,https://labourhame.com/socialist-distancing/,111016,"Labour, Marra, Dundee, Michael, party, members, meeting, Socialist","Labour, Marra, Dundee, party, members, meeting, Socialist, meetings","The temptation of an extra beer after badly juggling kids, work and Council duties is becoming a little too easy.","The temptation of an extra beer after badly juggling kids, work and Council duties is becoming a little too easy.",2020-03-30,2024-05-19,no,Blog,CORONAVIRUS,"labour,marra,dundee,michael,party,members,meeting,socialist",Media
2790,Perthshire Chamber of Commerce : B2B Support During Covid-19,https://perthshirechamber.co.uk/business-support-during-covid-19/,111021,"Business, Support, PCC, PDF, accessed, shared, slides, businesses","Business, Support, PCC, PDF, accessed, shared, slides, businesses","Graeme Christie and Anny Sutherland, Jelf Clark Thomson Email: asutherland@clarkthomson.co.uk Tel: 07342997123 Web: marshcommerical.co.uk | - M3 Networks (PCC Member) | I produced a video that went live on Friday night showing keeping how to keep their Zoom meetings safe.","Graeme Christie and Anny Sutherland, Jelf Clark Thomson Email: asutherland@clarkthomson.co.uk Tel: 07342997123 Web: marshcommerical.co.uk | - M3 Networks (PCC Member) | I produced a video that went live on Friday night showing keeping how to keep their Zoom meetings safe.",2020-08-07,2021-04-17,no,Business,Coronavirus,"business,support,pcc,pdf,accessed,shared,slides,businesses",Media
2791,Oficina Precaria de Edimburgo : Coronavirus: información para trabajadoras,https://piescotland.org/es/coronavirus-informacion/,111022,"por, SSP, las, derecho, baja, tienes, enfermedad, para","Archive, Team, data, destroyed, projects, group, resolved, Wayback","Pero dado que las personas pueden aislarse por 15 días, ya no es posible contactar con tu GP para obtener la baja.","The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",2020-08-07,2022-09-23,no,Blog,CORONAVIRUS,"por,ssp,las,derecho,baja,tienes,enfermedad,para",Media
2793,SWOP Forum : News,https://swopforum.wordpress.com/news/,111024,"Library, Scottish, Scotland, National, Papers, information, collection, coronavirus","Team, Archive, history, data, projects, digital, saving, websites",Most people will have had to sit exams of one sort or another during their lifetime; however they are not often looked back on with joyful reflection.,"The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",2020-05-08,2024-06-05,no,Blog,CORONAVIRUS,"library,scottish,scotland,national,papers,information,collection,coronavirus",Media
2800,Dunbartonshire Chamber of Commerce : Covid-19 TfB Hub,https://www.dunbartonshirechamber.co.uk/covid-19-tfb-hub/,111034,"support, Government, Businesses, business, Scottish, July, grant, Scotland","GUIDANCE, Support, Hospitality, Coronavirus, Sector, businesses, Omicron, measures","Those eligible under the Self-Employment Income Support Scheme (SEISS), which has so far seen 2.3 million claims worth £6.8 billion will be able to claim a second and final grant in August.","Evidence shows that the new, highly transmissible Omicron strain of COVID-19 can infect those who have been vaccinated, or previously infected.",2020-09-20,2022-08-16,no,Business,Coronavirus,"support,government,businesses,business,scottish,july,grant,scotland",Media
2801,Dundee & Angus Chamber of Commerce : COVID-19,https://www.dundeeandanguschamber.co.uk/186_Covid-19.html,111035,"businesses, business, support, coronavirus, Scotland, Government, scheme, April","Scheme, support, Government, business, Job, Fund, businesses, October",Employers can apply for direct cash grants through HMRC’s new online portal - with the money expected to land in their bank accounts within six working days.,"At this time, we make no distinction between a member or non-member business looking for our support.",2020-04-27,2020-11-19,no,Business,Coronavirus,"businesses,business,support,coronavirus,scotland,government,scheme,april",Media
2803,Gerry Hassan : Coronavirus,https://www.gerryhassan.com/tag/coronavirus/,111039,"Scotland, Hassan, Government, Gerry, Brexit, Reading, Continue, Scottish","Scotland, Hassan, Gerry, Scottish, Reading, Continue, Leadership, society","I have lived on Glasgow’s Southside for 28 years – first in Kenmure Street, Pollokshields, then Moray Place, Strathbungo.","Instead, it has advanced a one size fits all approach for England, bypassing Continue Reading The march of centralisation is evident in Scotland and must be stopped",2020-07-17,2025-06-19,no,Blog,CORONAVIRUS,"scotland,hassan,government,gerry,brexit,reading,continue,scottish",Media
2804,insider.co.uk : Lamellar Biomedical says lung treatment could save lives of Covid-19 patients,https://www.insider.co.uk/news/lamellar-biomedical-says-lung-treatment-21832806,111040,"respiratory, lung, Lamellar, Biomedical, patients, Lamellasome, symptoms, ARDS","respiratory, lung, Lamellar, Biomedical, patients, Lamellasome, symptoms, ARDS",It says early intervention can prevent the Acute Respiratory Distress Syndrome (ARDS) seen in coronavirus patients.,It says early intervention can prevent the Acute Respiratory Distress Syndrome (ARDS) seen in coronavirus patients.,2020-04-09,2024-05-19,no,Business,CORONAVIRUS,"respiratory,lung,lamellar,biomedical,patients,lamellasome,symptoms,ards",Media
2805,"Lamellar Biomedical : Lamellar Biomedical launches program designed to prevent the severe respiratory effects of COVID-19, using its unique LAMELLASOME™ Technology",https://www.lamellar.com/news/9/59/Lamellar-Biomedical-launches-program-designed-to-prevent-the-severe-respiratory-effects-of-COVID-19-using-its-unique-LAMELLASOME-Technology.html,111041,"LAMELLASOME, ARDS, respiratory, Lamellar, lung, April, Limited, address","LAMELLASOME, ARDS, respiratory, Lamellar, lung, April, Limited, address","Glasgow, UK – 08th April 2020 - Lamellar Biomedical Limited (Lamellar), an innovative biotechnology company pioneering new approaches to address respiratory diseases and complex lung disorders with its LAMELLASOME™ platform, announces the launch of a program to address the potentially fatal consequences of COVID-19 on respiratory function.","Glasgow, UK – 08th April 2020 - Lamellar Biomedical Limited (Lamellar), an innovative biotechnology company pioneering new approaches to address respiratory diseases and complex lung disorders with its LAMELLASOME™ platform, announces the launch of a program to address the potentially fatal consequences of COVID-19 on respiratory function.",2020-04-08,2022-05-19,no,Business,CORONAVIRUS,"lamellasome,ards,respiratory,lamellar,lung,april,limited,address",Media
2806,Midlothian & East Lothian Chamber of Commerce : Coronavirus Business Support,https://www.melcc.org.uk/support-for-your-business/coronavirus-business-support-/,111042,"guidance, Government, Scottish, Attention, sector, Support, Restart, published","Guidance, Scottish, March, Government, home, phase, February, Sturgeon","Through our links with Scottish Chambers of Commerce, we are playing an active role in informing and shaping the Sector Guidance.","Through our links with Scottish Chambers of Commerce, we are playing an active role in informing and shaping the Sector Guidance.",2020-08-14,2023-05-16,no,Business,Coronavirus,"guidance,government,scottish,attention,sector,support,restart,published",Media
2807,Suport in Mind : Coronavirus guidance,https://www.supportinmindscotland.org.uk/pages/category/coronavirus-blogs,111044,"Read, Scotland, Mind, Ambassador, Support, Gary, mental, health","Read, Scotland, Mind, Ambassador, Support, Gary, mental, health","Read more Iain is SiMS Senior Fundraising Officer, and like many of you, he has been working from home for some time now.","Read more Iain is SiMS Senior Fundraising Officer, and like many of you, he has been working from home for some time now.",2020-08-11,2021-10-28,no,Charity,CORONAVIRUS,"read,scotland,mind,ambassador,support,gary,mental,health",Government
2808,Moray Chamber of Commerce : Coronavirus (COVID-19),https://www.moraychamber.co.uk/coronavirus-covid-19/,111045,"Coronavirus, businesses, Government, support, Moray, advice, understand, Scottish","businesses, GOVERNMENT, SCOTTISH, Moray, support, advice, Eligible, grant","If you are coming up against an issue or problem, or would like to learn how other businesses are dealing with certain elements of COVID-19, please complete the form below and we can seek to get the answer for you from our ever-growing network.","If you are coming up against an issue or problem, or would like to learn how other businesses are dealing with certain elements of COVID-19, please complete the form below and we can seek to get the answer for you from our ever-growing network.",2020-08-13,2020-11-02,no,Blog,CORONAVIRUS,"coronavirus,businesses,government,support,moray,advice,understand,scottish",Media
2809,SAMH : Coronavirus information hub,https://www.samh.org.uk/about-mental-health/self-help-and-wellbeing/coronavirus-information-hub/,111046,"mental, Coronavirus, information, health, Government, difficult, times, informed","mental, Coronavirus, health, information, wellbeing, difficult, time, times",There are things we can do to look after our mental wellbeing during this time.,There are things we can do to look after our mental wellbeing during this time.,2020-04-10,2023-11-29,no,Charity,CORONAVIRUS,"mental,coronavirus,information,health,government,difficult,times,informed",Government
2811,Scottish Field : COVID-19,https://www.scottishfield.co.uk/tag/covid-19/,111048,"Private, Selection, Whisky, Keith, Bonnington, BGA, Cellar, Cellars","Read, Villes, Fleurs, Graffiti, Pictures, Scottish, Field, Week","THE Whisky Cellar founder Keith Bonnington has released a series of ten unique single casks bottled under his company's new ""Private Cellars Selection... Read More THE British Game Alliance (BGA) is launching its #BGABites campaign today to encourage estates to serve ""game-based elevenses"" during their shoots.","Peter Ranscombe takes a light-hearted flick through photos of Fleurs de Villes,... Read More SCOTTISH actress Rose Leslie has today joined WaterAid's climate fight at the Glastonbury music festival.",2020-09-23,2022-06-25,no,News,CORONAVIRUS,"private,selection,whisky,keith,bonnington,bga,cellar,cellars",Media
2815,Business for Scotland,https://www.businessforscotland.com/category/coronavirus-support/,111053,"Coronavirus, Support, Comment, weeks, Economics, Update, Business, agoAdd","Team, Archive, history, data, projects, digital, saving, websites",Coronavirus Support • News Scottish Covid-19 Grant Application Forms Available Now 2 weeks agoAdd Comment Coronavirus Support • Economics • News Coronavirus Business Support Update # 3 – from BfS 2 weeks agoAdd Comment Coronavirus Support • Economics Coronavirus Business Support Update #2 – from BfS 2 weeks ago7 Comments Coronavirus Support • Economics • News Coronavirus – Useful information for Businesses in Scotland 3 weeks agoAdd Comment,"The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",2020-04-08,2024-05-03,no,Business,Coronavirus,"coronavirus,support,comment,weeks,economics,update,business,agoadd",Media
2816,Post Office : Coronavirus help and support,https://www.postoffice.co.uk/coronavirus-help-support/,111059,"services, Office, Post, updates, Money, branches, access, Travel","services, Office, Post, updates, access, customers, branches, Money","GOV.UK Verify We're experiencing an unprecedented demand for our service, so it may take us longer to process verifications.","GOV.UK Verify We're experiencing an unprecedented demand for our service, so it may take us longer to process verifications.",2020-04-10,2021-05-14,no,Business,Coronavirus,"services,office,post,updates,money,branches,access,travel",Media
2819,Glasgow Chamber of Commerce : COVID-19 : Information and support,https://www.glasgowchamberofcommerce.com/covid-19/information-and-support/,111142,"Glasgow, Chamber, Commerce, Government, support, time, committed, supporting","Glasgow, Chamber, Commerce, Government, support, time, committed, supporting",Our energies to date have been directed towards securing a range of economic support measures and we are pleased that the Government has responded.,Our energies to date have been directed towards securing a range of economic support measures and we are pleased that the Government has responded.,2020-04-11,2020-05-31,no,Business,Coronavirus,"glasgow,chamber,commerce,government,support,time,committed,supporting",Media
2822,Caithness Chamber of Commerce : Covid-19 Support Updates,https://www.caithnesschamber.com/covid-19-support-updates/,111145,"Support, Chamber, Naver, Business, Centre, working, touch, public","Team, Archive, history, data, projects, digital, saving, websites","If in doubt, email info@caithnesschamber.com and your message will be relayed to the relevant people/person.","The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",2020-06-15,2025-04-08,no,Business,Coronavirus,"support,chamber,naver,business,centre,working,touch,public",Media
2824,East Renfrewshire Chamber of Commerce : News,https://www.eastrenchamber.org.uk/news/,111147,"Scottish, Government, Guidance, Business, SCC, Recovery, support, Cameron","Scottish, Chief, Government, Liz, Executive, Cameron, OBE, Chambers","This SCC respond to publication of Scottish Government roadmap out of Covid-19 21st May 2020 Responding to the publication of the Scottish Government’s roadmap for Scotland through and out of the Covid-19 crisis, Dr Liz Cameron, SCC welcome additional £40 million increase for Business Support Fund Welcoming the Scottish Government’s announcement that it is adding an additional £40 million into the Business Support Fund to support key sectors, Dr Liz Cameron, SCC Coronavirus Business Recovery Survey – Scottish companies seek guidance as government support schemes take effect Wednesday 20th May 2020 SCC Coronavirus Business Recovery Survey Scottish companies seek guidance as government support schemes take effect • 87% of firms said lost","SCC comment on first estimate of Q1 2021 GDP for Scotland Commenting on the Scottish Government’s first estimate of Scotland’s Gross Domestic Product (GDP) for 2021 Quarter 1 published today, Dr Liz Cameron, Chief Executive of SCC respond to expected delay in Scotland’s Roadmap Responding to the expected delay in Scotland’s Roadmap, as suggested today by the First Minister, Dr Liz Cameron OBE, Chief Executive of the Scottish Chambers SCC respond to June 14th UK Government COVID-19 Briefing Responding to the June 14th UK Government Coronavirus Briefing, Dr Liz Cameron OBE, Chief Executive of the Scottish Chambers of Commerce, said: “Businesses who have SCC respond to latest Scottish Government lockdown announcement Responding to the First Minister’s announcement on Coronavirus restrictions, Dr Liz Cameron OBE, Chief Executive of the Scottish Chambers of Commerce, said: “It is immensely Choose How U Move – Invitation to Join East Renfrewshire residents and employees are invited to sign up to East Renfrewshire Council’s exciting new ‘Choose How U Move’ campaign, which launched on Monday SCC respond to new Scottish Government Cabinet 19th May 2021 Responding to the confirmation of the new Scottish Government Cabinet, Dr Liz Cameron OBE, Chief Executive of the Scottish Chambers of Commerce, SCC respond to latest Scottish Government COVID-19 announcement Responding to the Scottish Government’s latest COVID-19 announcement, Dr Liz Cameron OBE, Chief Executive of the Scottish Chambers of Commerce, said: “Today’s confirmation that more",2020-06-07,2021-06-21,no,Business,CORONAVIRUS,"scottish,government,guidance,business,scc,recovery,support,cameron",Media
2825,"East Renfrewshire Chamber of Commerce :

Summary of Covid-19 Scottish Government Business Support Measures",https://www.eastrenchamber.org.uk/summary-of-covid-19-scottish-government-business-support-measures/,111148,"Business, Support, Measures, Scottish, Government, businesses, Scheme, Coronavirus","Business, Support, Measures, Scottish, Government, businesses, Scheme, Coronavirus","is now LIVE at East Renfrewshire Council’s website, under the Business Support Section here: https://www.eastrenfrewshire.gov.uk/coronavirus Framework for Decision Making The Scottish Government have published (23rd April 2020) a document outlining their decision making process for recovery from Covid-19.","is now LIVE at East Renfrewshire Council’s website, under the Business Support Section here: https://www.eastrenfrewshire.gov.uk/coronavirus Framework for Decision Making The Scottish Government have published (23rd April 2020) a document outlining their decision making process for recovery from Covid-19.",2020-08-11,2020-08-11,no,Business,Coronavirus,"business,support,measures,scottish,government,businesses,scheme,coronavirus",Media
2828,Glasgow Chamber of Commerce : Coronavirus Guidance and Assistance,https://www.glasgowchamberofcommerce.com/news/coronavirus-guidance-and-assistance/,111151,"Mar, Read, Working, Message, Executive, Welcoming, Chief, Measures","Apr, Read, full, Business, Anderson, BCC, Tracker, Step","If you have any questions or require assistance, please contact T: 0141 204 2121 or E: resiliencesupport@glasgowchamberofcommerce.com 27 Mar 2020 Working from home: How employers can protect the well-being of their staff and their business Read full article26 Mar 2020 Message from our Chief Executive: Welcoming Measures to Support Self-Employed Workers Read full article","If you have any questions or require assistance, please contact T: 0141 204 2121 or E: resiliencesupport@glasgowchamberofcommerce.com 09 Apr 2020 Anderson Strathern’s Business Hub helps businesses navigate premises lockdown Read full article09 Apr 2020 COVID-19: Keep up-to-date with the latest legal changes affecting your business & life Read full article08 Apr 2020 BCC Coronavirus Business Impact Tracker: Businesses not yet successfully accessing government loan and grant schemes Read full article08 Apr 2020 10 Step Guide to Job Retention Scheme, plus FREE Furlough Template Docs Read full article",2020-03-30,2020-04-11,no,Business,CORONAVIRUS,"mar,read,working,message,executive,welcoming,chief,measures",Media
2829,Glasgow Chamber of Commerce : News and Press releases,https://www.glasgowchamberofcommerce.com/news/news/,111152,"Chambers, Commerce, Glasgow, Scottish, British, Chamber, Read, press","Scottish, British, Chamber, press, releases, Glasgow, Commerce, Chambers",Please email your News articles along with accompanying image to: annemarie.hughes@glasgowchamberofcommerce.com or marketing@glasgowchamberofcommerce.com 22 May 2020 Malin Group warns on wave and tidal energy future – links to manufacturing now urgent Read full article22 May 2020 Resilience Council told domestic demand is key to tourism sector recovery post-COVID Read full article,Please email your press releases / good news stories (Word Documents) along with accompanying landscape images to: marketing@glasgowchamberofcommerce.com.,2020-05-24,2025-07-22,no,Business,CORONAVIRUS,"chambers,commerce,glasgow,scottish,british,chamber,read,press",Media
2830,Inverclyde Chamber of Commerce : Coronavirus (Covid-19): Advice Hub,https://inverclydechamber.co.uk/coronavirus-covid-19-advice-hub/,111153,"Chamber, Commerce, Inverclyde, Scottish, ADVICE, HUB, CORONAVIRUS, businesses","Chamber, Inverclyde, businesses, Commerce, Scottish, ADVICE, support, CORONAVIRUS","ICC's Business Survival Guides Click the quick links below to download Inverclyde Chamber's dedicated Covid-19 Business Survival guides providing a breakdown and links to further information on grants, funding, HR advice and general FAQ's You Asked.","See full breakdown on all schemes on our separate 'Available Support and Funding' page Workplace Guidance For Micro And Small Businesses In response to a large number of requests, Inverclyde Chamber of Commerce has created some guidance which provides practical advice for micro (less than 10 employees) and small (less than 50 employees) companies as they plan to re-open their businesses.",2020-06-08,2025-04-22,no,Business,Coronavirus,"chamber,commerce,inverclyde,scottish,advice,hub,coronavirus,businesses",Media
2834,Midlothian & East Lothian Chamber of Commerce : Coronavirus Business Funding,https://www.melcc.org.uk/support-for-your-business/coronavirus-business-funding-/,111157,"Support, Scheme, Fund, Businesses, Business, Grant, Scotland, Government","Business, Fund, Support, scheme, Government, grant, businesses, Scotland","The fund, from Scottish Crown Estate net revenues, is normally used for projects delivering coastal community benefit.","There are also 0% interest loans starting at 50k, which have no arrangement fee and a 4 year repayment window.",2020-08-14,2023-05-18,no,Business,Coronavirus,"support,scheme,fund,businesses,business,grant,scotland,government",Media
